1657,under18,2001,4672425,New York
1658,under18,1999,4672587,New York
1659,total,1999,18882725,New York
1660,total,2000,19001780,New York
1661,under18,2000,4687374,New York
1662,under18,1997,4670787,New York
1663,total,1997,18656546,New York
1664,total,1998,18755906,New York
1665,under18,1998,4652140,New York
1666,total,1996,18588460,New York
1667,under18,1995,4648419,New York
1668,total,1995,18524104,New York
1669,under18,1996,4667647,New York
1670,total,1994,18459470,New York
1671,under18,1992,4465539,New York
1672,total,1992,18246653,New York
1673,total,1993,18374954,New York
1674,under18,1993,4538171,New York
1675,under18,1994,4605284,New York
1676,total,1991,18122510,New York
1677,under18,1991,4372727,New York
1678,under18,1990,4281643,New York
1679,total,1990,18020784,New York
1680,under18,1990,2778491,Ohio
1681,total,1990,10864162,Ohio
1682,total,1991,10945762,Ohio
1683,under18,1991,2806959,Ohio
1684,total,1993,11101140,Ohio
1685,under18,1993,2855785,Ohio
1686,under18,1992,2839356,Ohio
1687,total,1992,11029431,Ohio
1688,under18,1994,2875397,Ohio
1689,total,1994,11152455,Ohio
1690,total,1995,11202751,Ohio
1691,under18,1995,2879930,Ohio
1692,under18,1996,2883443,Ohio
1693,total,1996,11242827,Ohio
1694,under18,1998,2896255,Ohio
1695,total,1998,11311536,Ohio
1696,total,1997,11277357,Ohio
1697,under18,1997,2897375,Ohio
1698,total,2000,11363543,Ohio
1699,under18,2000,2886585,Ohio
1700,total,1999,11335454,Ohio
1701,under18,1999,2893270,Ohio
1702,total,2001,11387404,Ohio
1703,under18,2001,2878123,Ohio
1704,total,2002,11407889,Ohio
1705,under18,2002,2865674,Ohio
1706,total,2004,11452251,Ohio
1707,under18,2004,2836068,Ohio
1708,total,2003,11434788,Ohio
1709,under18,2003,2849573,Ohio
1710,total,2005,11463320,Ohio
1711,under18,2005,2819794,Ohio
1712,total,2006,11481213,Ohio
1713,under18,2006,2804828,Ohio
1714,total,2008,11515391,Ohio
1715,under18,2008,2768968,Ohio
1716,total,2007,11500468,Ohio
1717,under18,2007,2790347,Ohio
1718,under18,2013,2649830,Ohio
1719,total,2013,11570808,Ohio
1720,total,2009,11528896,Ohio
1721,under18,2009,2748051,Ohio
1722,total,2010,11545435,Ohio
1723,under18,2010,2722589,Ohio
1724,under18,2011,2693469,Ohio
1725,total,2011,11549772,Ohio
1726,under18,2012,2668125,Ohio
1727,total,2012,11553031,Ohio
1728,total,2012,3815780,Oklahoma
1729,under18,2012,939911,Oklahoma
1730,total,2011,3785534,Oklahoma
1731,under18,2011,935714,Oklahoma
1732,under18,2010,931483,Oklahoma
1733,total,2010,3759263,Oklahoma
1734,total,2009,3717572,Oklahoma
1735,under18,2009,922711,Oklahoma
1736,total,2013,3850568,Oklahoma
1737,under18,2013,947027,Oklahoma
1738,total,2007,3634349,Oklahoma
1739,under18,2007,904328,Oklahoma
1740,total,2008,3668976,Oklahoma
1741,under18,2008,910617,Oklahoma
1742,total,2006,3594090,Oklahoma
1743,under18,2006,894761,Oklahoma
1744,total,2005,3548597,Oklahoma
1745,under18,2005,885316,Oklahoma
1746,total,2003,3504892,Oklahoma
1747,under18,2003,883959,Oklahoma
1748,total,2004,3525233,Oklahoma
1749,under18,2004,881606,Oklahoma
1750,total,2002,3489080,Oklahoma
1751,under18,2002,884961,Oklahoma
1752,total,2001,3467100,Oklahoma
1753,under18,2001,885218,Oklahoma
1754,total,1999,3437148,Oklahoma
1755,under18,1999,895678,Oklahoma
1756,total,2000,3454365,Oklahoma
1757,under18,2000,891847,Oklahoma
1758,total,1997,3372918,Oklahoma
1759,under18,1997,893835,Oklahoma
1760,under18,1998,898501,Oklahoma
1761,total,1998,3405194,Oklahoma
1762,under18,1996,887093,Oklahoma
1763,total,1996,3340129,Oklahoma
1764,total,1995,3308208,Oklahoma
1765,under18,1995,883667,Oklahoma
1766,under18,1994,877803,Oklahoma
1767,total,1994,3280940,Oklahoma
1768,under18,1992,862548,Oklahoma
1769,total,1992,3220517,Oklahoma
1770,total,1993,3252285,Oklahoma
1771,under18,1993,870137,Oklahoma
1772,total,1991,3175440,Oklahoma
1773,under18,1991,849639,Oklahoma
1774,under18,1990,841715,Oklahoma
1775,total,1990,3148825,Oklahoma
1776,under18,1990,742436,Oregon
1777,total,1990,2860375,Oregon
1778,total,1991,2928507,Oregon
1779,under18,1991,752442,Oregon
1780,total,1993,3060367,Oregon
1781,under18,1993,778973,Oregon
1782,under18,1992,770191,Oregon
1783,total,1992,2991755,Oregon
1784,under18,1994,793435,Oregon
1785,total,1994,3121264,Oregon
1786,total,1995,3184369,Oregon
1787,under18,1995,806512,Oregon
1788,under18,1996,816102,Oregon
1789,total,1996,3247111,Oregon
1790,under18,1998,837928,Oregon
1791,total,1998,3352449,Oregon
1792,total,1997,3304310,Oregon
1793,under18,1997,830002,Oregon
1794,total,2000,3429708,Oregon
1795,under18,2000,847511,Oregon
1796,total,1999,3393941,Oregon
1797,under18,1999,843484,Oregon
1798,total,2001,3467937,Oregon
1799,under18,2001,848663,Oregon
1800,total,2002,3513424,Oregon
1801,under18,2002,850733,Oregon
1802,total,2004,3569463,Oregon
1803,under18,2004,846786,Oregon
1804,total,2003,3547376,Oregon
1805,under18,2003,850251,Oregon
1806,total,2005,3613202,Oregon
1807,under18,2005,849323,Oregon
1808,total,2006,3670883,Oregon
1809,under18,2006,857003,Oregon
1810,total,2008,3768748,Oregon
1811,under18,2008,865664,Oregon
1812,total,2007,3722417,Oregon
1813,under18,2007,862161,Oregon
1814,under18,2013,857606,Oregon
1815,total,2013,3930065,Oregon
1816,total,2009,3808600,Oregon
1817,under18,2009,866194,Oregon
1818,total,2010,3837208,Oregon
1819,under18,2010,865129,Oregon
1820,under18,2011,862518,Oregon
1821,total,2011,3867937,Oregon
1822,under18,2012,859910,Oregon
1823,total,2012,3899801,Oregon
1824,total,2012,12764475,Pennsylvania
1825,under18,2012,2737905,Pennsylvania
1826,total,2011,12741310,Pennsylvania
1827,under18,2011,2761343,Pennsylvania
1828,under18,2010,2785316,Pennsylvania
1829,total,2010,12710472,Pennsylvania
1830,total,2009,12666858,Pennsylvania
1831,under18,2009,2804929,Pennsylvania
1832,total,2013,12773801,Pennsylvania
1833,under18,2013,2715645,Pennsylvania
1834,total,2007,12563937,Pennsylvania
1835,under18,2007,2839574,Pennsylvania
1836,total,2008,12612285,Pennsylvania
1837,under18,2008,2821004,Pennsylvania
1838,total,2006,12510809,Pennsylvania
1839,under18,2006,2850778,Pennsylvania
1840,total,2005,12449990,Pennsylvania
1841,under18,2005,2859793,Pennsylvania
1842,total,2003,12374658,Pennsylvania
1843,under18,2003,2883270,Pennsylvania
1844,total,2004,12410722,Pennsylvania
1845,under18,2004,2873125,Pennsylvania
1846,total,2002,12331031,Pennsylvania
1847,under18,2002,2894935,Pennsylvania
1848,total,2001,12298970,Pennsylvania
1849,under18,2001,2905836,Pennsylvania
1850,total,1999,12263805,Pennsylvania
1851,under18,1999,2930193,Pennsylvania
1852,total,2000,12284173,Pennsylvania
1853,under18,2000,2918850,Pennsylvania
1854,total,1997,12227814,Pennsylvania
1855,under18,1997,2942240,Pennsylvania
1856,under18,1998,2940285,Pennsylvania
1857,total,1998,12245672,Pennsylvania
1858,under18,1996,2937411,Pennsylvania
1859,total,1996,12220464,Pennsylvania
1860,total,1995,12198403,Pennsylvania
1861,under18,1995,2941531,Pennsylvania
1862,under18,1994,2932851,Pennsylvania
1863,total,1994,12166050,Pennsylvania
1864,under18,1992,2873013,Pennsylvania
1865,total,1992,12049450,Pennsylvania
1866,total,1993,12119724,Pennsylvania
1867,under18,1993,2907351,Pennsylvania
1868,total,1991,11982164,Pennsylvania
1869,under18,1991,2830059,Pennsylvania
1870,under18,1990,2799168,Pennsylvania
1871,total,1990,11903299,Pennsylvania
1872,under18,1990,225923,Rhode Island
1873,total,1990,1005995,Rhode Island
1874,total,1991,1010649,Rhode Island
1875,under18,1991,229448,Rhode Island
1876,total,1993,1015113,Rhode Island
1877,under18,1993,237218,Rhode Island
1878,under18,1992,232630,Rhode Island
1879,total,1992,1012581,Rhode Island
1880,under18,1994,239100,Rhode Island
1881,total,1994,1015960,Rhode Island
1882,total,1995,1017002,Rhode Island
1883,under18,1995,240553,Rhode Island
1884,under18,1996,240569,Rhode Island
1885,total,1996,1020893,Rhode Island
1886,under18,1998,241760,Rhode Island
1887,total,1998,1031155,Rhode Island
1888,total,1997,1025353,Rhode Island
1889,under18,1997,242079,Rhode Island
1890,total,2000,1050268,Rhode Island
1891,under18,2000,248065,Rhode Island
1892,total,1999,1040402,Rhode Island
1893,under18,1999,247014,Rhode Island
1894,total,2001,1057142,Rhode Island
1895,under18,2001,248296,Rhode Island
1896,total,2002,1065995,Rhode Island
1897,under18,2002,248690,Rhode Island
1898,total,2004,1074579,Rhode Island
1899,under18,2004,246228,Rhode Island
1900,total,2003,1071342,Rhode Island
1901,under18,2003,248075,Rhode Island
1902,total,2005,1067916,Rhode Island
1903,under18,2005,241932,Rhode Island
1904,total,2006,1063096,Rhode Island
1905,under18,2006,237348,Rhode Island
1906,total,2008,1055003,Rhode Island
1907,under18,2008,229798,Rhode Island
1908,total,2007,1057315,Rhode Island
1909,under18,2007,233655,Rhode Island
1910,under18,2013,213987,Rhode Island
1911,total,2013,1051511,Rhode Island
1912,total,2009,1053646,Rhode Island
1913,under18,2009,225902,Rhode Island
1914,total,2010,1052669,Rhode Island
1915,under18,2010,223088,Rhode Island
1916,under18,2011,219783,Rhode Island
1917,total,2011,1050350,Rhode Island
1918,under18,2012,216591,Rhode Island
1919,total,2012,1050304,Rhode Island
1920,total,2012,4723417,South Carolina
1921,under18,2012,1077455,South Carolina
1922,total,2011,4673509,South Carolina
1923,under18,2011,1076524,South Carolina
1924,under18,2010,1079978,South Carolina
1925,total,2010,4636361,South Carolina
1926,total,2009,4589872,South Carolina
1927,under18,2009,1079729,South Carolina
1928,total,2013,4774839,South Carolina
1929,under18,2013,1079798,South Carolina
1930,total,2007,4444110,South Carolina
1931,under18,2007,1064190,South Carolina
1932,total,2008,4528996,South Carolina
1933,under18,2008,1074116,South Carolina
1934,total,2006,4357847,South Carolina
1935,under18,2006,1050042,South Carolina
1936,total,2005,4270150,South Carolina
1937,under18,2005,1036941,South Carolina
1938,total,2003,4150297,South Carolina
1939,under18,2003,1023785,South Carolina
1940,total,2004,4210921,South Carolina
1941,under18,2004,1029111,South Carolina
1942,total,2002,4107795,South Carolina
1943,under18,2002,1020531,South Carolina
1944,total,2001,4064995,South Carolina
1945,under18,2001,1016134,South Carolina
1946,total,1999,3974682,South Carolina
1947,under18,1999,1007050,South Carolina
1948,total,2000,4024223,South Carolina
1949,under18,2000,1010641,South Carolina
1950,total,1997,3859696,South Carolina
1951,under18,1997,1001681,South Carolina
1952,under18,1998,1006371,South Carolina
1953,total,1998,3919235,South Carolina
1954,under18,1996,987576,South Carolina
1955,total,1996,3796200,South Carolina
1956,total,1995,3748582,South Carolina
1957,under18,1995,975884,South Carolina
1958,under18,1994,969766,South Carolina
1959,total,1994,3705397,South Carolina
1960,under18,1992,947868,South Carolina
1961,total,1992,3620464,South Carolina
1962,total,1993,3663314,South Carolina
1963,under18,1993,956951,South Carolina
1964,total,1991,3570404,South Carolina
1965,under18,1991,936122,South Carolina
1966,under18,1990,921041,South Carolina
1967,total,1990,3501155,South Carolina
1968,under18,1990,199453,South Dakota
1969,total,1990,697101,South Dakota
1970,total,1991,703669,South Dakota
1971,under18,1991,201749,South Dakota
1972,total,1993,722160,South Dakota
1973,under18,1993,207975,South Dakota
1974,under18,1992,206632,South Dakota
1975,total,1992,712801,South Dakota
1976,under18,1994,208443,South Dakota
1977,total,1994,730790,South Dakota
1978,total,1995,737926,South Dakota
1979,under18,1995,207890,South Dakota
1980,under18,1996,205780,South Dakota
1981,total,1996,742214,South Dakota
1982,under18,1998,204786,South Dakota
1983,total,1998,746059,South Dakota
1984,total,1997,744223,South Dakota
1985,under18,1997,205978,South Dakota
1986,total,2000,755844,South Dakota
1987,under18,2000,202681,South Dakota
1988,total,1999,750413,South Dakota
1989,under18,1999,203737,South Dakota
1990,total,2001,757972,South Dakota
1991,under18,2001,200795,South Dakota
1992,total,2002,760020,South Dakota
1993,under18,2002,198694,South Dakota
1994,total,2004,770396,South Dakota
1995,under18,2004,196804,South Dakota
1996,total,2003,763729,South Dakota
1997,under18,2003,197326,South Dakota
1998,total,2005,775493,South Dakota
1999,under18,2005,196476,South Dakota
2000,total,2006,783033,South Dakota
2001,under18,2006,197332,South Dakota
2002,total,2008,799124,South Dakota
2003,under18,2008,199848,South Dakota
2004,total,2007,791623,South Dakota
2005,under18,2007,198847,South Dakota
2006,under18,2013,207959,South Dakota
2007,total,2013,844877,South Dakota
2008,total,2009,807067,South Dakota
2009,under18,2009,201204,South Dakota
2010,total,2010,816211,South Dakota
2011,under18,2010,203145,South Dakota
2012,under18,2011,203948,South Dakota
2013,total,2011,823772,South Dakota
2014,under18,2012,205298,South Dakota
2015,total,2012,834047,South Dakota
2016,total,2012,6454914,Tennessee
2017,under18,2012,1492689,Tennessee
2018,total,2011,6398361,Tennessee
2019,under18,2011,1491837,Tennessee
2020,under18,2010,1495090,Tennessee
2021,total,2010,6356683,Tennessee
2022,total,2009,6306019,Tennessee
2023,under18,2009,1494687,Tennessee
2024,total,2013,6495978,Tennessee
2025,under18,2013,1491577,Tennessee
2026,total,2007,6175727,Tennessee
2027,under18,2007,1482747,Tennessee
2028,total,2008,6247411,Tennessee
2029,under18,2008,1494354,Tennessee
2030,total,2006,6088766,Tennessee
2031,under18,2006,1470166,Tennessee
2032,total,2005,5991057,Tennessee
2033,under18,2005,1449326,Tennessee
2034,total,2003,5847812,Tennessee
2035,under18,2003,1424861,Tennessee
2036,total,2004,5910809,Tennessee
2037,under18,2004,1433343,Tennessee
2038,total,2002,5795918,Tennessee
2039,under18,2002,1414857,Tennessee
2040,total,2001,5750789,Tennessee
2041,under18,2001,1407578,Tennessee
2042,total,1999,5638706,Tennessee
2043,under18,1999,1385997,Tennessee
2044,total,2000,5703719,Tennessee
2045,under18,2000,1399685,Tennessee
2046,total,1997,5499233,Tennessee
2047,under18,1997,1359030,Tennessee
2048,under18,1998,1369987,Tennessee
2049,total,1998,5570045,Tennessee
2050,under18,1996,1345723,Tennessee
2051,total,1996,5416643,Tennessee
2052,total,1995,5326936,Tennessee
2053,under18,1995,1331616,Tennessee
2054,under18,1994,1310988,Tennessee
2055,total,1994,5231438,Tennessee
2056,under18,1992,1259458,Tennessee
2057,total,1992,5049742,Tennessee
2058,total,1993,5137584,Tennessee
2059,under18,1993,1285044,Tennessee
2060,total,1991,4966587,Tennessee
2061,under18,1991,1233260,Tennessee
2062,under18,1990,1220200,Tennessee
2063,total,1990,4894492,Tennessee
2064,under18,1990,4906220,Texas
2065,total,1990,17056755,Texas
2066,total,1991,17398005,Texas
2067,under18,1991,5000793,Texas
2068,total,1993,18161612,Texas
2069,under18,1993,5217899,Texas
2070,under18,1992,5109805,Texas
2071,total,1992,17759738,Texas
2072,under18,1994,5331524,Texas
2073,total,1994,18564062,Texas
2074,total,1995,18958751,Texas
2075,under18,1995,5421784,Texas
2076,under18,1996,5551447,Texas
2077,total,1996,19340342,Texas
2078,under18,1998,5759054,Texas
2079,total,1998,20157531,Texas
2080,total,1997,19740317,Texas
2081,under18,1997,5655482,Texas
2082,total,2000,20944499,Texas
2083,under18,2000,5906301,Texas
2084,total,1999,20558220,Texas
2085,under18,1999,5840211,Texas
2086,total,2001,21319622,Texas
2087,under18,2001,5980187,Texas
2088,total,2002,21690325,Texas
2089,under18,2002,6060372,Texas
2090,total,2004,22394023,Texas
2091,under18,2004,6208259,Texas
2092,total,2003,22030931,Texas
2093,under18,2003,6132980,Texas
2094,total,2005,22778123,Texas
2095,under18,2005,6290970,Texas
2096,total,2006,23359580,Texas
2097,under18,2006,6446798,Texas
2098,total,2008,24309039,Texas
2099,under18,2008,6675917,Texas
2100,total,2007,23831983,Texas
2101,under18,2007,6565872,Texas
2102,under18,2013,7041986,Texas
2103,total,2013,26448193,Texas
2104,total,2009,24801761,Texas
2105,under18,2009,6792907,Texas
2106,total,2010,25245178,Texas
2107,under18,2010,6879014,Texas
2108,under18,2011,6931758,Texas
2109,total,2011,25640909,Texas
2110,under18,2012,6985807,Texas
2111,total,2012,26060796,Texas
2112,total,2012,2854871,Utah
2113,under18,2012,888578,Utah
2114,total,2011,2814784,Utah
2115,under18,2011,881350,Utah
2116,under18,2010,873019,Utah
2117,total,2010,2774424,Utah
2118,total,2009,2723421,Utah
2119,under18,2009,857853,Utah
2120,total,2013,2900872,Utah
2121,under18,2013,896589,Utah
2122,total,2007,2597746,Utah
2123,under18,2007,815496,Utah
2124,total,2008,2663029,Utah
2125,under18,2008,837258,Utah
2126,total,2006,2525507,Utah
2127,under18,2006,789957,Utah
2128,total,2005,2457719,Utah
2129,under18,2005,767888,Utah
2130,total,2003,2360137,Utah
2131,under18,2003,740483,Utah
2132,total,2004,2401580,Utah
2133,under18,2004,751771,Utah
2134,total,2002,2324815,Utah
2135,under18,2002,733517,Utah
2136,total,2001,2283715,Utah
2137,under18,2001,726819,Utah
2138,total,1999,2203482,Utah
2139,under18,1999,715398,Utah
2140,total,2000,2244502,Utah
2141,under18,2000,721686,Utah
2142,total,1997,2119784,Utah
2143,under18,1997,699528,Utah
2144,under18,1998,709386,Utah
2145,total,1998,2165961,Utah
2146,under18,1996,687078,Utah
2147,total,1996,2067976,Utah
2148,total,1995,2014179,Utah
2149,under18,1995,679636,Utah
2150,under18,1994,673935,Utah
2151,total,1994,1960446,Utah
2152,under18,1992,648725,Utah
2153,total,1992,1836799,Utah
2154,total,1993,1898404,Utah
2155,under18,1993,662968,Utah
2156,total,1991,1779780,Utah
2157,under18,1991,637216,Utah
2158,under18,1990,627122,Utah
2159,total,1990,1731223,Utah
2160,total,2012,8186628,Virginia
2161,under18,2012,1861323,Virginia
2162,total,2011,8105850,Virginia
2163,under18,2011,1857585,Virginia
2164,under18,2010,1855025,Virginia
2165,total,2010,8024417,Virginia
2166,total,2009,7925937,Virginia
2167,under18,2009,1845132,Virginia
2168,total,2013,8260405,Virginia
2169,under18,2013,1864535,Virginia
2170,total,2007,7751000,Virginia
2171,under18,2007,1834386,Virginia
2172,total,2008,7833496,Virginia
2173,under18,2008,1838361,Virginia
2174,total,2005,7577105,Virginia
2175,under18,2005,1816270,Virginia
2176,total,2006,7673725,Virginia
2177,under18,2006,1826368,Virginia
2178,total,2003,7366977,Virginia
2179,under18,2003,1782254,Virginia
2180,total,2004,7475575,Virginia
2181,under18,2004,1801958,Virginia
2182,total,2002,7286873,Virginia
2183,under18,2002,1771247,Virginia
2184,total,2001,7198362,Virginia
2185,under18,2001,1754549,Virginia
2186,total,1999,7000174,Virginia
2187,under18,1999,1723125,Virginia
2188,total,2000,7105817,Virginia
2189,under18,2000,1741420,Virginia
2190,total,1997,6829183,Virginia
2191,under18,1997,1683766,Virginia
2192,under18,1998,1706261,Virginia
2193,total,1998,6900918,Virginia
2194,under18,1996,1664147,Virginia
2195,total,1996,6750884,Virginia
2196,total,1995,6670693,Virginia
2197,under18,1995,1649005,Virginia
2198,under18,1994,1628711,Virginia
2199,total,1994,6593139,Virginia
2200,under18,1992,1581544,Virginia
2201,total,1992,6414307,Virginia
2202,total,1993,6509630,Virginia
2203,under18,1993,1604758,Virginia
2204,total,1991,6301217,Virginia
2205,under18,1991,1548258,Virginia
2206,under18,1990,1520670,Virginia
2207,total,1990,6216884,Virginia
2208,under18,1990,143296,Vermont
2209,total,1990,564798,Vermont
2210,total,1991,568606,Vermont
2211,under18,1991,145219,Vermont
2212,total,1993,577748,Vermont
2213,under18,1993,148705,Vermont
2214,under18,1992,146983,Vermont
2215,total,1992,572751,Vermont
2216,under18,1994,150794,Vermont
2217,total,1994,583836,Vermont
2218,total,1995,589003,Vermont
2219,under18,1995,151439,Vermont
2220,under18,1996,151490,Vermont
2221,total,1996,593701,Vermont
2222,under18,1998,148467,Vermont
2223,total,1998,600416,Vermont
2224,total,1997,597239,Vermont
2225,under18,1997,150040,Vermont
2226,total,2000,609618,Vermont
2227,under18,2000,147549,Vermont
2228,total,1999,604683,Vermont
2229,under18,1999,147859,Vermont
2230,total,2001,612223,Vermont
2231,under18,2001,146040,Vermont
2232,total,2002,615442,Vermont
2233,under18,2002,144441,Vermont
2234,total,2004,619920,Vermont
2235,under18,2004,141068,Vermont
2236,total,2003,617858,Vermont
2237,under18,2003,142718,Vermont
2238,total,2005,621215,Vermont
2239,under18,2005,138933,Vermont
2240,total,2006,622892,Vermont
2241,under18,2006,136731,Vermont
2242,total,2008,624151,Vermont
2243,under18,2008,132600,Vermont
2244,total,2007,623481,Vermont
2245,under18,2007,134695,Vermont
2246,under18,2013,122701,Vermont
2247,total,2013,626630,Vermont
2248,total,2009,624817,Vermont
2249,under18,2009,130450,Vermont
2250,total,2010,625793,Vermont
2251,under18,2010,128601,Vermont
2252,under18,2011,126500,Vermont
2253,total,2011,626320,Vermont
2254,under18,2012,124555,Vermont
2255,total,2012,625953,Vermont
2256,under18,1990,1301545,Washington
2257,total,1990,4903043,Washington
2258,total,1991,5025624,Washington
2259,under18,1991,1326527,Washington
2260,total,1993,5278842,Washington
2261,under18,1993,1387716,Washington
2262,under18,1992,1365480,Washington
2263,total,1992,5160757,Washington
2264,under18,1994,1409922,Washington
2265,total,1994,5375161,Washington
2266,total,1995,5481027,Washington
2267,under18,1995,1429397,Washington
2268,under18,1996,1449613,Washington
2269,total,1996,5569753,Washington
2270,under18,1998,1494784,Washington
2271,total,1998,5769562,Washington
2272,total,1997,5674747,Washington
2273,under18,1997,1473646,Washington
2274,total,2000,5910512,Washington
2275,under18,2000,1516361,Washington
2276,total,1999,5842564,Washington
2277,under18,1999,1507824,Washington
2278,total,2001,5985722,Washington
2279,under18,2001,1517527,Washington
2280,total,2002,6052349,Washington
2281,under18,2002,1517655,Washington
2282,total,2004,6178645,Washington
2283,under18,2004,1520751,Washington
2284,total,2003,6104115,Washington
2285,under18,2003,1514877,Washington
2286,total,2005,6257305,Washington
2287,under18,2005,1523890,Washington
2288,total,2006,6370753,Washington
2289,under18,2006,1536926,Washington
2290,total,2008,6562231,Washington
2291,under18,2008,1560302,Washington
2292,total,2007,6461587,Washington
2293,under18,2007,1549582,Washington
2294,under18,2013,1595795,Washington
2295,total,2013,6971406,Washington
2296,total,2009,6667426,Washington
2297,under18,2009,1574403,Washington
2298,total,2010,6742256,Washington
2299,under18,2010,1581436,Washington
2300,under18,2011,1584709,Washington
2301,total,2011,6821481,Washington
2302,under18,2012,1588451,Washington
2303,total,2012,6895318,Washington
2304,under18,1990,1302869,Wisconsin
2305,total,1990,4904562,Wisconsin
2306,total,1991,4964343,Wisconsin
2307,under18,1991,1314855,Wisconsin
2308,total,1993,5084889,Wisconsin
2309,under18,1993,1337334,Wisconsin
2310,under18,1992,1330555,Wisconsin
2311,total,1992,5025398,Wisconsin
2312,under18,1994,1348110,Wisconsin
2313,total,1994,5133678,Wisconsin
2314,total,1995,5184836,Wisconsin
2315,under18,1995,1351343,Wisconsin
2316,under18,1996,1352877,Wisconsin
2317,total,1996,5229986,Wisconsin
2318,under18,1998,1362907,Wisconsin
2319,total,1998,5297673,Wisconsin
2320,total,1997,5266213,Wisconsin
2321,under18,1997,1359712,Wisconsin
2322,total,1999,5332666,Wisconsin
2323,under18,1999,1367019,Wisconsin
2324,total,2000,5373999,Wisconsin
2325,under18,2000,1370440,Wisconsin
2326,total,2001,5406835,Wisconsin
2327,under18,2001,1367593,Wisconsin
2328,total,2002,5445162,Wisconsin
2329,under18,2002,1365315,Wisconsin
2330,total,2004,5514026,Wisconsin
2331,under18,2004,1354643,Wisconsin
2332,total,2003,5479203,Wisconsin
2333,under18,2003,1358505,Wisconsin
2334,total,2005,5546166,Wisconsin
2335,under18,2005,1349866,Wisconsin
2336,total,2006,5577655,Wisconsin
2337,under18,2006,1348785,Wisconsin
2338,total,2008,5640996,Wisconsin
2339,under18,2008,1345573,Wisconsin
2340,total,2007,5610775,Wisconsin
2341,under18,2007,1348901,Wisconsin
2342,under18,2013,1307776,Wisconsin
2343,total,2013,5742713,Wisconsin
2344,total,2009,5669264,Wisconsin
2345,under18,2009,1342411,Wisconsin
2346,total,2010,5689060,Wisconsin
2347,under18,2010,1336094,Wisconsin
2348,under18,2011,1325870,Wisconsin
2349,total,2011,5708785,Wisconsin
2350,under18,2012,1316113,Wisconsin
2351,total,2012,5724554,Wisconsin
2352,total,2012,1856680,West Virginia
2353,under18,2012,384030,West Virginia
2354,total,2011,1855184,West Virginia
2355,under18,2011,385283,West Virginia
2356,under18,2010,387224,West Virginia
2357,total,2010,1854146,West Virginia
2358,total,2009,1847775,West Virginia
2359,under18,2009,389036,West Virginia
2360,total,2013,1854304,West Virginia
2361,under18,2013,381678,West Virginia
2362,total,2007,1834052,West Virginia
2363,under18,2007,390661,West Virginia
2364,total,2008,1840310,West Virginia
2365,under18,2008,390210,West Virginia
2366,total,2006,1827912,West Virginia
2367,under18,2006,390637,West Virginia
2368,total,2005,1820492,West Virginia
2369,under18,2005,390431,West Virginia
2370,total,2003,1812295,West Virginia
2371,under18,2003,392460,West Virginia
2372,total,2004,1816438,West Virginia
2373,under18,2004,391856,West Virginia
2374,total,2002,1805414,West Virginia
2375,under18,2002,393569,West Virginia
2376,total,2001,1801481,West Virginia
2377,under18,2001,395307,West Virginia
2378,total,1999,1811799,West Virginia
2379,under18,1999,406784,West Virginia
2380,total,2000,1807021,West Virginia
2381,under18,2000,401062,West Virginia
2382,total,1997,1819113,West Virginia
2383,under18,1997,418037,West Virginia
2384,under18,1998,412793,West Virginia
2385,total,1998,1815609,West Virginia
2386,under18,1996,422831,West Virginia
2387,total,1996,1822808,West Virginia
2388,total,1995,1823700,West Virginia
2389,under18,1995,428790,West Virginia
2390,under18,1994,429128,West Virginia
2391,total,1994,1820421,West Virginia
2392,under18,1992,433116,West Virginia
2393,total,1992,1806451,West Virginia
2394,total,1993,1817539,West Virginia
2395,under18,1993,432364,West Virginia
2396,total,1991,1798735,West Virginia
2397,under18,1991,433918,West Virginia
2398,under18,1990,436797,West Virginia
2399,total,1990,1792548,West Virginia
2400,total,2012,576626,Wyoming
2401,under18,2012,136526,Wyoming
2402,total,2011,567329,Wyoming
2403,under18,2011,135407,Wyoming
2404,under18,2010,135351,Wyoming
2405,total,2010,564222,Wyoming
2406,total,2009,559851,Wyoming
2407,under18,2009,134960,Wyoming
2408,total,2013,582658,Wyoming
2409,under18,2013,137679,Wyoming
2410,total,2007,534876,Wyoming
2411,under18,2007,128760,Wyoming
2412,total,2008,546043,Wyoming
2413,under18,2008,131511,Wyoming
2414,total,2006,522667,Wyoming
2415,under18,2006,125525,Wyoming
2416,total,2005,514157,Wyoming
2417,under18,2005,124022,Wyoming
2418,total,2003,503453,Wyoming
2419,under18,2003,124182,Wyoming
2420,total,2004,509106,Wyoming
2421,under18,2004,123974,Wyoming
2422,total,2002,500017,Wyoming
2423,under18,2002,125495,Wyoming
2424,total,2001,494657,Wyoming
2425,under18,2001,126212,Wyoming
2426,total,2000,494300,Wyoming
2427,under18,2000,128774,Wyoming
2428,total,1999,491780,Wyoming
2429,under18,1999,130793,Wyoming
2430,total,1997,489452,Wyoming
2431,under18,1997,134328,Wyoming
2432,under18,1998,132602,Wyoming
2433,total,1998,490787,Wyoming
2434,under18,1996,135698,Wyoming
2435,total,1996,488167,Wyoming
2436,total,1995,485160,Wyoming
2437,under18,1995,136785,Wyoming
2438,under18,1994,137733,Wyoming
2439,total,1994,480283,Wyoming
2440,under18,1992,137308,Wyoming
2441,total,1992,466251,Wyoming
2442,total,1993,473081,Wyoming
2443,under18,1993,137458,Wyoming
